"","userid","artistid","prediction"
"51298",1457,"792","0.423402753758132"
"51302",1462,"792","0.564537005010843"
"51305",1465,"792","0.564537005010843"
"51310",1471,"792","0.423402753758132"
"51313",1475,"792","0.282268502505421"
"51316",1478,"792","1.12907401002169"
"51324",1489,"792","0.282268502505421"
"51346",1516,"792","0.282268502505421"
"51351",1521,"792","0.705671256263554"
"51353",1525,"792","0.282268502505421"
"51355",1528,"792","1.20081934884131"
"51357",1532,"792","0.846805507516264"
"51365",1540,"792","0.987939758768975"
"51375",1555,"792","0.705671256263554"
"51378",1560,"792","0.282268502505421"
"51380",1563,"792","0.141134251252711"
"51381",1564,"792","0.81904994254303"
"51384",1567,"792","0.987939758768975"
"51385",1568,"792","0.282268502505421"
"51387",1572,"792","0.423402753758132"
"51392",1578,"792","0.282268502505421"
"51399",1587,"792","0.451704272043244"
"51402",1590,"792","0.564537005010843"
"51403",1591,"792","0.282268502505421"
"51405",1593,"792","0.509025875064373"
"51409",1600,"792","0.564537005010843"
"51413",1605,"792","0.282268502505421"
"51414",1606,"792","0.423402753758132"
"51415",1607,"792","0.282268502505421"
"51421",1616,"792","0.282268502505421"
"51430",1628,"792","0.282268502505421"
"51433",1632,"792","0.254512937532187"
"51434",1633,"792","0.423402753758132"
"51436",1636,"792","0.141134251252711"
"51444",1647,"792","0.282268502505421"
"51446",1649,"792","0.423402753758132"
"51453",1658,"792","0.423402753758132"
"51454",1659,"792","0.282268502505421"
"51457",1662,"792","0.282268502505421"
"51458",1663,"792","0.423402753758132"
"51460",1666,"792","0.705671256263554"
"51464",1674,"792","0.282268502505421"
"51467",1677,"792","0.372785338287112"
"51468",1678,"792","0.395647188784897"
"51476",1687,"792","0.423402753758132"
"51480",1693,"792","0.268390720018804"
"51498",1722,"792","0.530792061363496"
"51499",1724,"792","0.112926068010811"
"51500",1725,"792","0.282268502505421"
"51501",1726,"792","0.705671256263554"
"51507",1736,"792","1.32698015340874"
"51518",1753,"792","0.282268502505421"
"51524",1762,"792","0.846805507516264"
"51526",1766,"792","0.564537005010843"
"51538",1780,"792","0.282268502505421"
"51545",1788,"792","0.946306411309123"
"51547",1791,"792","0.282268502505421"
"51553",1798,"792","0.124261779429037"
"51562",1808,"792","0.564537005010843"
"51564",1810,"792","0.282268502505421"
"51565",1811,"792","0.705671256263554"
"51573",1820,"792","0.423402753758132"
"51574",1821,"792","0.564537005010843"
"51580",1828,"792","0.423402753758132"
"51581",1829,"792","0.564537005010843"
"51585",1833,"792","0.846805507516264"
"51594",1844,"792","0.423402753758132"
"51597",1850,"792","0.225852136021622"
"51599",1852,"792","0.282268502505421"
"51601",1856,"792","0.791294377569795"
"51606",1863,"792","0.282268502505421"
"51611",1871,"792","0.124261779429037"
"51626",1895,"792","0.846805507516264"
"51629",1898,"792","0.564537005010843"
"51630",1899,"792","1.12907401002169"
"51633",1903,"792","0.705671256263554"
"51636",1908,"792","0.423402753758132"
"51637",1909,"792","1.11835601486134"
"51668",1954,"792","0.846805507516264"
"51673",1961,"792","0.846805507516264"
"51682",1973,"792","1.32698015340874"
"51688",1982,"792","0.225852136021622"
"51689",1983,"792","1.2702082612744"
"51693",1988,"792","0.564537005010843"
"51704",2000,"792","1.12907401002169"
"51707",2004,"792","0.530792061363496"
"51719",2021,"792","0.705671256263554"
"51733",2037,"792","0.423402753758132"
"51734",2038,"792","0.423402753758132"
"51744",2054,"792","0.423402753758132"
"51746",2056,"792","0.141134251252711"
"51754",2065,"792","0.564537005010843"
"51756",2068,"792","0.423402753758132"
"51762",2076,"792","0.282268502505421"
"51770",2087,"792","0.423402753758132"
"51775",2096,"792","0.338778204032433"
"51788",15,"917","0.61153991068059"
"51798",27,"917","0.40769327378706"
"51804",33,"917","1.01923318446765"
"51807",38,"917","0.20384663689353"
"51811",44,"917","0.81538654757412"
"51827",63,"917","0.61153991068059"
"51833",70,"917","0.40769327378706"
"51864",107,"917","0.550357840847132"
"51866",113,"917","1.01923318446765"
"51891",143,"917","1.01923318446765"
"51909",164,"917","1.83461973204177"
"51910",170,"917","0.81538654757412"
"51926",189,"917","0.81538654757412"
"51933",198,"917","0.81538654757412"
"51947",215,"917","0.20384663689353"
"51952",220,"917","0.61153991068059"
"51966",237,"917","0.40769327378706"
"51975",250,"917","0.778323522684387"
"52001",281,"917","0.20384663689353"
"52002",282,"917","1.63077309514824"
"52003",285,"917","0.40769327378706"
"52013",300,"917","0.40769327378706"
"52025",315,"917","0.40769327378706"
"52044",335,"917","0.449365295338449"
"52049",340,"917","0.61153991068059"
"52070",363,"917","0.61153991068059"
"52081",378,"917","0.40769327378706"
"52122",431,"917","1.42692645825471"
"52167",485,"917","0.40769327378706"
"52170",488,"917","0.40769327378706"
"52171",489,"917","0.61153991068059"
"52188",511,"917","0.40769327378706"
"52190",513,"917","0.61153991068059"
"52207",536,"917","0.20384663689353"
"52208",537,"917","0.20384663689353"
"52212",541,"917","2.3849775728889"
"52217",546,"917","1.10071568169426"
"52218",547,"917","0.40769327378706"
"52220",550,"917","0.40769327378706"
"52225",557,"917","0.81538654757412"
"52246",580,"917","0.81538654757412"
"52265",606,"917","1.01923318446765"
"52282",631,"917","0.40769327378706"
"52288",637,"917","0.40769327378706"
"52290",640,"917","0.40769327378706"
"52294",644,"917","0.20384663689353"
"52298",649,"917","0.20384663689353"
"52310",665,"917","0.40769327378706"
"52316",673,"917","0.40769327378706"
"52319",676,"917","0.81538654757412"
"52321",678,"917","0.20384663689353"
"52328",685,"917","1.01923318446765"
"52360",721,"917","0.61153991068059"
"52374",737,"917","0.61153991068059"
"52385",751,"917","0.20384663689353"
"52388",754,"917","0.61153991068059"
"52403",773,"917","0.81538654757412"
"52423",800,"917","0.61153991068059"
"52438",817,"917","0.81538654757412"
"52439",818,"917","0.81538654757412"
"52447",828,"917","0.40769327378706"
"52457",840,"917","1.83461973204177"
"52467",856,"917","0.61153991068059"
"52508",912,"917","0.599153727117931"
"52510",914,"917","0.374471079448707"
"52518",925,"917","1.01923318446765"
"52523",933,"917","0.81538654757412"
"52524",934,"917","0.40769327378706"
"52554",977,"917","0.40769327378706"
"52592",1025,"917","0.81538654757412"
"52608",1049,"917","0.20384663689353"
"52619",1062,"917","0.40769327378706"
"52624",1068,"917","0.40769327378706"
"52649",1098,"917","0.20384663689353"
"52669",1126,"917","0.40769327378706"
"52690",1153,"917","1.22307982136118"
"52701",1165,"917","1.42692645825471"
"52721",1192,"917","1.63077309514824"
"52725",1196,"917","1.01923318446765"
"52735",1212,"917","0.61153991068059"
"52746",1228,"917","0.61153991068059"
"52753",1236,"917","1.83461973204177"
"52757",1243,"917","0.61153991068059"
"52772",1264,"917","0.40769327378706"
"52779",1274,"917","0.40769327378706"
"52780",1277,"917","1.42692645825471"
"52783",1281,"917","0.20384663689353"
"52803",1309,"917","1.01923318446765"
"52837",1358,"917","0.406089671215524"
"52867",1396,"917","0.40769327378706"
"52879",1414,"917","0.40769327378706"
"52880",1416,"917","0.81538654757412"
"52908",1449,"917","0.40769327378706"
"52928",1471,"917","0.81538654757412"
"52958",1508,"917","0.40769327378706"
"53000",1565,"917","1.22307982136118"
"53013",1583,"917","0.40769327378706"
"53017",1587,"917","1.01923318446765"
"53022",1592,"917","0.40769327378706"
"53024",1594,"917","0.61153991068059"
"53050",1630,"917","0.61153991068059"
"53053",1635,"917","1.01923318446765"
"53055",1637,"917","1.01923318446765"
"53084",1676,"917","0.40769327378706"
"53107",1707,"917","0.40769327378706"
"53111",1712,"917","1.42692645825471"
"53140",1760,"917","0.40769327378706"
"53149",1772,"917","0.81538654757412"
"53158",1783,"917","1.63077309514824"
"53162",1787,"917","0.40769327378706"
"53185",1814,"917","0.40769327378706"
"53200",1830,"917","1.01923318446765"
"53207",1838,"917","0.40769327378706"
"53226",1866,"917","0.40769327378706"
"53227",1868,"917","0.40769327378706"
"53235",1879,"917","0.81538654757412"
"53239",1887,"917","0.40769327378706"
"53246",1897,"917","0.61153991068059"
"53264",1923,"917","0.81538654757412"
"53271",1933,"917","0.40769327378706"
"53278",1942,"917","0.733810454462842"
"53279",1944,"917","0.81538654757412"
"53281",1947,"917","0.40769327378706"
"53296",1966,"917","0.61153991068059"
"53297",1968,"917","1.01923318446765"
"53305",1980,"917","0.20384663689353"
"53323",2001,"917","1.01923318446765"
"53326",2007,"917","1.42692645825471"
"53328",2010,"917","0.81538654757412"
"53353",2039,"917","0.81538654757412"
"53356",2042,"917","1.01923318446765"
"53394",2097,"917","0.40769327378706"
"53482",107,"932","0.881955921831023"
"53629",296,"932","0.197211339437266"
"53759",456,"932","0.415758008689566"
"53868",584,"932","3.24072275025639"
"54126",912,"932","0.960151992938655"
"54128",914,"932","0.60009499558666"
"54253",1081,"932","0.207879004344783"
"54301",1146,"932","1.87091103910305"
"54428",1321,"932","0.415758008689566"
"54454",1357,"932","0.591634018311798"
"54506",1426,"932","0.415758008689566"
"54621",1568,"932","0.415758008689566"
"54695",1664,"932","0.960151992938655"
"55014",3,"1187","0.211089454058297"
"55077",78,"1187","0.0469087675685104"
"55079",80,"1187","0.0459211039539194"
"55083",86,"1187","0.0918422079078389"
"55085",89,"1187","0.229605519769597"
"55186",218,"1187","0.0918422079078389"
"55215",255,"1187","0.0469087675685104"
"55235",279,"1187","0.642895455354872"
"55292",349,"1187","1.31623916763226"
"55299",356,"1187","2.23244412202704"
"55370",447,"1187","0.449914830298033"
"55439",532,"1187","0.0918422079078389"
"55591",716,"1187","0.477226111127043"
"55607",734,"1187","0.402432392017622"
"55721",881,"1187","0.454595736075443"
"55750",919,"1187","0.159075370375681"
"55768",949,"1187","0.183684415815678"
"55875",1085,"1187","0.251520245011013"
"55894",1111,"1187","0.367368831631356"
"55960",1195,"1187","0.454595736075443"
"56047",1322,"1187","0.17785167085299"
"56117",1418,"1187","1.09771198132866"
"56169",1477,"1187","0.0397688425939203"
"56262",1599,"1187","0.183684415815678"
"56295",1642,"1187","0.318150740751362"
"56362",1740,"1187","0.117271918921276"
"56365",1743,"1187","1.01698843155644"
"56415",1807,"1187","0.0503040490022027"
"56478",1891,"1187","0.0234543837842552"
"56562",2007,"1187","0.248992339194185"
"56582",2031,"1187","0.318150740751362"
"56607",2064,"1187","0.0918422079078389"
"56639",11,"1461","0.915900763486664"
"56667",46,"1461","0.915900763486664"
"56702",87,"1461","0.183180152697333"
"56727",121,"1461","1.28226106888133"
"56746",144,"1461","0.183180152697333"
"56754",152,"1461","0.549540458091998"
"56814",231,"1461","0.366360305394666"
"56822",240,"1461","0.366360305394666"
"56827",248,"1461","0.366360305394666"
"56831",252,"1461","0.549540458091998"
"56844",267,"1461","0.549540458091998"
"56874",310,"1461","0.366360305394666"
"56878",314,"1461","0.366360305394666"
"56886",322,"1461","0.732720610789331"
"56893",330,"1461","0.732720610789331"
"56898",335,"1461","0.732720610789331"
"56903",340,"1461","1.28226106888133"
"56909",348,"1461","0.183180152697333"
"56954",403,"1461","0.915900763486664"
"56991",451,"1461","1.648621374276"
"57016",479,"1461","0.549540458091998"
"57056",531,"1461","0.366360305394666"
"57098",578,"1461","0.915900763486664"
"57102",582,"1461","1.92779250509974"
"57107",589,"1461","0.366360305394666"
"57108",590,"1461","0.183180152697333"
"57110",593,"1461","0.366360305394666"
"57128",621,"1461","0.742007681174052"
"57139",634,"1461","0.549540458091998"
"57150",646,"1461","0.915900763486664"
"57168",669,"1461","0.366360305394666"
"57169",671,"1461","0.915900763486664"
"57179",682,"1461","0.366360305394666"
"57195",700,"1461","0.549540458091998"
"57198",703,"1461","0.183180152697333"
"57223",732,"1461","0.549540458091998"
"57252",768,"1461","0.183180152697333"
"57262",781,"1461","0.366360305394666"
"57273",795,"1461","0.549540458091998"
"57280",804,"1461","0.732720610789331"
"57290",815,"1461","0.366360305394666"
"57291",816,"1461","0.183180152697333"
"57303",830,"1461","0.366360305394666"
"57336",875,"1461","0.366360305394666"
"57341",884,"1461","0.549540458091998"
"57366",916,"1461","0.915900763486664"
"57400",965,"1461","0.366360305394666"
"57401",966,"1461","0.366360305394666"
"57412",984,"1461","0.915900763486664"
"57423",998,"1461","0.366360305394666"
"57435",1014,"1461","0.366360305394666"
"57441",1020,"1461","0.549540458091998"
"57449",1028,"1461","0.428398334466609"
"57460",1046,"1461","0.549540458091998"
"57470",1058,"1461","0.732720610789331"
"57521",1122,"1461","0.366360305394666"
"57526",1131,"1461","0.366360305394666"
"57534",1139,"1461","1.099080916184"
"57536",1145,"1461","1.28226106888133"
"57573",1189,"1461","0.366360305394666"
"57645",1294,"1461","0.183180152697333"
"57648",1298,"1461","0.366360305394666"
"57653",1304,"1461","0.366360305394666"
"57654",1305,"1461","0.366360305394666"
"57684",1351,"1461","0.366360305394666"
"57689",1356,"1461","0.366360305394666"
"57700",1369,"1461","0.183180152697333"
"57730",1410,"1461","0.915900763486664"
"57732",1413,"1461","0.183180152697333"
"57745",1429,"1461","0.732720610789331"
"57761",1447,"1461","0.366360305394666"
"57764",1451,"1461","0.366360305394666"
"57770",1457,"1461","0.549540458091998"
"57773",1461,"1461","0.366360305394666"
"57786",1476,"1461","0.915900763486664"
"57817",1515,"1461","0.549540458091998"
"57823",1521,"1461","0.549540458091998"
"57825",1525,"1461","0.366360305394666"
"57849",1559,"1461","1.648621374276"
"57850",1560,"1461","0.183180152697333"
"57851",1562,"1461","0.366360305394666"
"57853",1564,"1461","0.366360305394666"
"57857",1568,"1461","1.099080916184"
"57893",1616,"1461","0.642597501699914"
"57902",1628,"1461","0.366360305394666"
"57905",1632,"1461","1.28226106888133"
"57908",1636,"1461","0.183180152697333"
"57916",1647,"1461","0.366360305394666"
"57948",1687,"1461","0.366360305394666"
"57981",1741,"1461","0.915900763486664"
"57997",1765,"1461","0.366360305394666"
"58017",1788,"1461","0.732720610789331"
"58022",1795,"1461","0.366360305394666"
"58037",1811,"1461","1.04935732610136"
"58045",1820,"1461","0.366360305394666"
"58046",1821,"1461","0.366360305394666"
"58053",1829,"1461","1.46544122157866"
"58078",1863,"1461","0.366360305394666"
"58084",1872,"1461","0.732720610789331"
"58101",1898,"1461","1.03333566271921"
"58114",1917,"1461","0.183180152697333"
"58132",1942,"1461","1.22425021378492"
"58144",1959,"1461","0.915900763486664"
"58191",2021,"1461","0.732720610789331"
"58221",2059,"1461","0.732720610789331"
"58237",2079,"1461","0.915900763486664"
"58246",2094,"1461","0.915900763486664"
"58326",95,"1465","0.363530055590262"
"58352",130,"1465","0.363530055590262"
"58354",133,"1465","0.363530055590262"
"58355",134,"1465","0.545295083385393"
"58399",190,"1465","1.57383145280421"
"58452",256,"1465","1.63588525015618"
"58465",271,"1465","1.45412022236105"
"58479",290,"1465","0.125457109348873"
"58520",339,"1465","0.545295083385393"
"58529",350,"1465","1.27235519456592"
"58547",371,"1465","0.37637132804662"
"58635",480,"1465","0.250914218697747"
"58726",590,"1465","0.363530055590262"
"58727",592,"1465","0.809660177987776"
"58787",671,"1465","1.45412022236105"
"58804",689,"1465","0.363530055590262"
"58807",692,"1465","1.25532481605206"
"58809",694,"1465","0.250914218697747"
"58845",736,"1465","1.12911398413986"
"58878",779,"1465","0.250914218697747"
"58922",831,"1465","0.752742656093241"
"58954",875,"1465","0.545295083385393"
"58992",930,"1465","0.727060111180524"
"59050",1010,"1465","0.125457109348873"
"59078",1046,"1465","0.363530055590262"
"59082",1052,"1465","0.775909369995106"
"59086",1056,"1465","1.27235519456592"
"59087",1057,"1465","0.363530055590262"
"59137",1120,"1465","0.181765027795131"
"59148",1135,"1465","0.181765027795131"
"59236",1253,"1465","0.363530055590262"
"59271",1304,"1465","0.363530055590262"
"59272",1305,"1465","0.545295083385393"
"59302",1351,"1465","0.181765027795131"
"59367",1433,"1465","0.590186794801578"
"59445",1528,"1465","0.908825138975655"
"59471",1564,"1465","0.363530055590262"
"59495",1593,"1465","0.727060111180524"
"59523",1632,"1465","0.363530055590262"
"59558",1678,"1465","0.363530055590262"
"59570",1693,"1465","0.181765027795131"
"59635",1788,"1465","0.545295083385393"
"59691",1856,"1465","0.727060111180524"
"59873",8,"1505","0.683137120119092"
"59874",9,"1505","0.615765961890058"
"59875",11,"1505","0.341568560059546"
"59876",12,"1505","2.75174765449081"
"59877",13,"1505","0.324725770502288"
"59880",17,"1505","1.18072735475385"
"59881",18,"1505","0.307882980945029"
"59882",21,"1505","1.08708382262632"
"59886",25,"1505","0.326805954604988"
"59888",27,"1505","0.326805954604988"
"59890",29,"1505","0.153941490472514"
"59891",30,"1505","0.341568560059546"
"59897",38,"1505","0.668374514664534"
"59899",42,"1505","0.769707452362572"
"59902",45,"1505","1.10599616212337"
"59903",46,"1505","1.16596474929929"
"59904",47,"1505","1.17334605202657"
"59905",48,"1505","0.471285958247523"
"59906",49,"1505","0.326805954604988"
"59910",53,"1505","0.326805954604988"
"59911",54,"1505","0.480747445077502"
"59913",57,"1505","1.31574587156641"
"59914",58,"1505","0.512352840089319"
"59916",62,"1505","0.307882980945029"
"59921",68,"1505","0.326805954604988"
"59925",72,"1505","0.144490637805448"
"59927",74,"1505","0.929473972212648"
"59928",75,"1505","1.46646642751704"
"59932",79,"1505","0.153941490472514"
"59938",87,"1505","0.144490637805448"
"59939",89,"1505","1.75958680300751"
"59944",95,"1505","1.0025617719968"
"59946",98,"1505","0.634688935550016"
"59952",104,"1505","0.923648942835086"
"59962",120,"1505","1.34205014795365"
"59963",121,"1505","0.952033403325024"
"59965",125,"1505","0.326805954604988"
"59969",129,"1505","0.683137120119092"
"59970",130,"1505","1.13019898608208"
"59971",132,"1505","0.831777491967028"
"59972",133,"1505","0.490208931907481"
"59973",134,"1505","0.334187257332267"
"59975",136,"1505","0.668374514664534"
"59976",137,"1505","0.653611909209975"
"59977",139,"1505","0.307882980945029"
"59982",144,"1505","0.326805954604988"
"59983",145,"1505","1.16596474929929"
"59984",146,"1505","1.84172056669111"
"59985",147,"1505","1.42331936157255"
"59987",149,"1505","0.769707452362572"
"59988",150,"1505","0.976257495609563"
"59989",151,"1505","0.307882980945029"
"59990",152,"1505","0.341568560059546"
"59991",154,"1505","0.307882980945029"
"59992",156,"1505","0.170784280029773"
"59995",159,"1505","2.41385288611794"
"59997",162,"1505","0.461824471417543"
"59998",163,"1505","0.512352840089319"
"60004",175,"1505","1.36627424023818"
"60008",179,"1505","0.307882980945029"
"60010",182,"1505","0.512352840089319"
"60012",184,"1505","0.461824471417543"
"60014",186,"1505","1.41915899336715"
"60016",189,"1505","0.615765961890058"
"60018",191,"1505","0.149761302453966"
"60025",201,"1505","0.307882980945029"
"60031",209,"1505","0.307882980945029"
"60036",214,"1505","0.326805954604988"
"60043",223,"1505","1.02470568017864"
"60046",226,"1505","1.46646642751704"
"60047",227,"1505","1.32198642387451"
"60048",229,"1505","0.341568560059546"
"60049",230,"1505","1.95251499121913"
"60050",231,"1505","0.326805954604988"
"60055",236,"1505","1.17334605202657"
"60058",240,"1505","0.976257495609563"
"60060",242,"1505","0.995180469269521"
"60062",244,"1505","0.461824471417543"
"60063",248,"1505","0.326805954604988"
"60067",252,"1505","1.02470568017864"
"60068",253,"1505","2.01076466795014"
"60070",256,"1505","0.653611909209975"
"60072",258,"1505","0.163402977302494"
"60080",267,"1505","1.48653015159618"
"60083",271,"1505","1.50015200663156"
"60084",273,"1505","0.461824471417543"
"60088",278,"1505","0.480747445077502"
"60090",280,"1505","0.326805954604988"
"60094",286,"1505","1.62570903661414"
"60098",291,"1505","1.53705852026796"
"60099",293,"1505","0.497590234634761"
"60105",302,"1505","0.817014886512469"
"60106",304,"1505","0.149761302453966"
"60107",305,"1505","0.995180469269521"
"60114",314,"1505","0.820235821034348"
"60115",315,"1505","0.326805954604988"
"60118",318,"1505","1.47062679572244"
"60120",320,"1505","0.683137120119092"
"60122",322,"1505","0.653611909209975"
"60125",326,"1505","0.307882980945029"
"60128",329,"1505","0.653611909209975"
"60129",330,"1505","0.831777491967028"
"60131",332,"1505","0.307882980945029"
"60132",333,"1505","0.326805954604988"
"60134",335,"1505","0.615765961890058"
"60137",338,"1505","0.461824471417543"
"60138",339,"1505","1.92298978031001"
"60139",340,"1505","1.16596474929929"
"60140",342,"1505","0.299522604907931"
"60145",348,"1505","0.334187257332267"
"60147",350,"1505","1.39497743773426"
"60148",351,"1505","0.820235821034348"
"60149",352,"1505","0.497590234634761"
"60150",353,"1505","0.317344467775008"
"60151",354,"1505","0.317344467775008"
"60152",355,"1505","0.341568560059546"
"60158",361,"1505","1.17334605202657"
"60168",375,"1505","0.341568560059546"
"60173",383,"1505","0.326805954604988"
"60174",385,"1505","1.53705852026796"
"60175",386,"1505","0.341568560059546"
"60177",388,"1505","1.38547341425263"
"60178",390,"1505","1.14382084111746"
"60180",392,"1505","0.649451541004575"
"60183",396,"1505","0.516374429007027"
"60186",399,"1505","2.19067042947793"
"60187",400,"1505","0.644150422379996"
"60190",403,"1505","0.683137120119092"
"60196",412,"1505","0.163402977302494"
"60197",413,"1505","2.1685265212961"
"60198",414,"1505","1.1248978674575"
"60199",415,"1505","0.817014886512469"
"60200",417,"1505","0.326805954604988"
"60203",420,"1505","1.01143446463814"
"60204",421,"1505","0.634688935550016"
"60207",425,"1505","1.83017889575843"
"60227",451,"1505","1.50753330935884"
"60233",458,"1505","0.307882980945029"
"60238",463,"1505","0.153941490472514"
"60240",466,"1505","0.461824471417543"
"60242",468,"1505","0.309824657404216"
"60243",469,"1505","0.461824471417543"
"60244",470,"1505","1.50753330935884"
"60250",477,"1505","1.1248978674575"
"60252",479,"1505","0.326805954604988"
"60255",482,"1505","0.307882980945029"
"60258",486,"1505","1.30722381841995"
"60259",487,"1505","0.853921400148866"
"60260",488,"1505","0.206549771602811"
"60262",490,"1505","0.461824471417543"
"60265",494,"1505","0.853921400148866"
"60266",495,"1505","1.23895576315905"
"60267",497,"1505","0.480747445077502"
"60268",498,"1505","0.952033403325024"
"60270",501,"1505","0.79809191285251"
"60271",502,"1505","0.461824471417543"
"60272",503,"1505","0.326805954604988"
"60273",504,"1505","0.512352840089319"
"60276",509,"1505","0.153941490472514"
"60281",514,"1505","1.33674902932907"
"60283",516,"1505","0.461824471417543"
"60284",518,"1505","0.993100285166821"
"60292",531,"1505","1.65201331300138"
"60294",533,"1505","0.826199086411242"
"60295",534,"1505","0.653611909209975"
"60296",535,"1505","0.788630426022531"
"60297",536,"1505","0.9256118876201"
"60298",537,"1505","0.497590234634761"
"60299",538,"1505","1.51491461208612"
"60306",545,"1505","0.615765961890058"
"60316",558,"1505","0.163402977302494"
"60320",562,"1505","0.512352840089319"
"60325",569,"1505","0.634688935550016"
"60327",571,"1505","1.08708382262632"
"60328",572,"1505","0.995180469269521"
"60329",573,"1505","0.153941490472514"
"60331",575,"1505","0.326805954604988"
"60334",578,"1505","1.36627424023818"
"60337",581,"1505","1.34785172208569"
"60340",584,"1505","2.51009508135564"
"60341",585,"1505","0.461824471417543"
"60343",589,"1505","0.50497153736204"
"60344",590,"1505","0.163402977302494"
"60345",592,"1505","0.940499853835739"
"60346",593,"1505","1.84172056669111"
"60353",604,"1505","2.04854681029258"
"60358",612,"1505","0.326805954604988"
"60360",614,"1505","0.615765961890058"
"60363",620,"1505","1.77226922435937"
"60364",621,"1505","2.42702188398853"
"60367",624,"1505","0.307882980945029"
"60373",632,"1505","1.95681721672074"
"60375",634,"1505","1.36627424023818"
"60377",636,"1505","0.653611909209975"
"60379",638,"1505","1.6487923784795"
"60385",645,"1505","0.206549771602811"
"60386",646,"1505","1.17334605202657"
"60390",651,"1505","1.70194102638773"
"60394",656,"1505","0.299522604907931"
"60399",662,"1505","1.36627424023818"
"60402",667,"1505","0.831777491967028"
"60404",669,"1505","0.803393031477089"
"60406",673,"1505","0.461824471417543"
"60413",680,"1505","0.817014886512469"
"60414",681,"1505","0.307882980945029"
"60415",682,"1505","1.19548996020841"
"60417",684,"1505","1.67831758938861"
"60418",685,"1505","1.02470568017864"
"60421",688,"1505","0.991020101064121"
"60422",689,"1505","0.675755817391813"
"60423",690,"1505","1.73654599779381"
"60424",691,"1505","1.50015200663156"
"60429",698,"1505","1.2860818813696"
"60431",700,"1505","0.853921400148866"
"60441",711,"1505","0.153941490472514"
"60442",713,"1505","0.653611909209975"
"60446",717,"1505","1.0025617719968"
"60451",722,"1505","1.0025617719968"
"60452",723,"1505","2.32454819587131"
"60454",726,"1505","0.299522604907931"
"60457",730,"1505","0.853921400148866"
"60459",732,"1505","3.17144996951267"
"60462",735,"1505","0.596864256555925"
"60469",743,"1505","2.41974279893116"
"60470",744,"1505","0.634688935550016"
"60474",749,"1505","0.853921400148866"
"60475",751,"1505","0.153941490472514"
"60477",753,"1505","0.512352840089319"
"60480",757,"1505","1.47062679572244"
"60481",758,"1505","0.512352840089319"
"60482",759,"1505","0.326805954604988"
"60483",760,"1505","0.307882980945029"
"60486",763,"1505","0.307882980945029"
"60487",767,"1505","0.769707452362572"
"60488",768,"1505","0.341568560059546"
"60490",770,"1505","0.817014886512469"
"60495",778,"1505","2.1685265212961"
"60497",780,"1505","0.307882980945029"
"60498",781,"1505","0.668374514664534"
"60500",785,"1505","0.163402977302494"
"60504",790,"1505","1.51491461208612"
"60506",792,"1505","0.769707452362572"
"60508",794,"1505","0.153941490472514"
"60509",795,"1505","0.789731536815413"
"60510",797,"1505","1.53705852026796"
"60520",808,"1505","0.326805954604988"
"60521",809,"1505","0.480747445077502"
"60522",810,"1505","0.307882980945029"
"60526",815,"1505","2.0051235439936"
"60527",816,"1505","0.163402977302494"
"60531",821,"1505","0.153941490472514"
"60536",826,"1505","0.653611909209975"
"60539",830,"1505","0.326805954604988"
"60542",834,"1505","0.307882980945029"
"60544",836,"1505","0.817014886512469"
"60551",847,"1505","0.326805954604988"
"60553",850,"1505","0.599045209815863"
"60554",851,"1505","1.36627424023818"
"60556",853,"1505","1.26937787110003"
"60558",858,"1505","0.490208931907481"
"60559",859,"1505","0.326805954604988"
"60561",861,"1505","0.512352840089319"
"60570",873,"1505","1.46646642751704"
"60572",875,"1505","0.839158794694307"
"60574",878,"1505","0.976257495609563"
"60576",882,"1505","0.653611909209975"
"60577",884,"1505","0.653611909209975"
"60578",885,"1505","0.490208931907481"
"60579",886,"1505","1.42123917746985"
"60581",888,"1505","0.461824471417543"
"60587",898,"1505","0.779190207518378"
"60591",904,"1505","0.307882980945029"
"60592",905,"1505","0.326805954604988"
"60593",906,"1505","0.461824471417543"
"60595",909,"1505","0.461824471417543"
"60596",910,"1505","1.30722381841995"
"60604",919,"1505","0.449283907361897"
"60605",920,"1505","0.307882980945029"
"60608",925,"1505","0.653611909209975"
"60610",930,"1505","2.01250484672088"
"60612",932,"1505","0.449283907361897"
"60616",938,"1505","2.2393948144015"
"60617",939,"1505","0.512352840089319"
"60627",954,"1505","0.299522604907931"
"60630",958,"1505","0.683137120119092"
"60633",961,"1505","0.341568560059546"
"60635",964,"1505","0.341568560059546"
"60636",965,"1505","1.50015200663156"
"60637",966,"1505","0.490208931907481"
"60639",969,"1505","1.62778922071684"
"60640",971,"1505","0.341568560059546"
"60642",975,"1505","1.74066382934756"
"60643",976,"1505","0.153941490472514"
"60648",984,"1505","1.82695796123655"
"60649",985,"1505","2.06746978395254"
"60651",987,"1505","0.512352840089319"
"60657",995,"1505","0.50497153736204"
"60659",998,"1505","1.00994307472408"
"60660",999,"1505","0.341568560059546"
"60661",1001,"1505","0.952033403325024"
"60662",1002,"1505","0.326805954604988"
"60666",1006,"1505","0.490208931907481"
"60667",1009,"1505","0.461824471417543"
"60669",1011,"1505","0.769707452362572"
"60670",1012,"1505","0.307882980945029"
"60672",1015,"1505","0.326805954604988"
"60674",1017,"1505","0.995180469269521"
"60676",1019,"1505","0.326805954604988"
"60677",1020,"1505","0.615765961890058"
"60680",1023,"1505","0.326805954604988"
"60681",1024,"1505","0.307882980945029"
