disp_id,client_id,account_id,type_disp,frequency,Creation_account,card_id,Type_card,issued_date,district_id,district_name,region,nbr_inhabitants,nbr_municipalities_inhabitants < 499,nbr_municipalities_inhabitants 500-1999,nbr_municipalities_inhabitants 2000-9999,nbr_municipalities_inhabitants  >10000,nbr_cities,ratio_urban_inhabitants,average_salary,unemploymant_rate95,unemploymant_rate96,nbr_enterpreneurs_1000inhabitants,nbr_crimes95,nbr_crimes96,client_age,gender,birthdate,Credits,Withdrawals,remittance_another_bank,collection_another_bank,credit_cash,withdrawal_cash,creditcard_withdrawal,Q1-1993,Q1-1994,Q1-1995,Q1-1996,Q1-1997,Q1-1998,Q2-1993,Q2-1994,Q2-1995,Q2-1996,Q2-1997,Q2-1998,Q3-1993,Q3-1994,Q3-1995,Q3-1996,Q3-1997,Q3-1998,Q4-1993,Q4-1994,Q4-1995,Q4-1996,Q4-1997,Q4-1998,Other,Leasing,Insurance_Pay,Household_Pay,Loan_Pay,nbr_Other,nbr_Leasing,nbr_Insurance_Pay,nbr_Household_Pay,nbr_Loan_Pay,loan_id,date,amount,duration,payments,status
3056,3056,2532,OWNER,Monthly,1996-12-24,472.0,classic,1997-11-24,38,Louny,north Bohemia,85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822,41.0,female,1959-01-16,1278475.3,1252439.3999999997,230527.0,1273092.0,500.0,1008712.3999999996,13200.0,0,0,0,0,9,24,0,0,0,0,14,17,0,0,0,0,16,16,0,0,0,1,30,28,,,,12133.0,,,,,1.0,,,,,,,
3057,3057,2532,DISPONENT,Monthly,1996-12-24,,,,38,Louny,north Bohemia,85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822,38.0,male,1962-03-05,1278475.3,1252439.3999999997,230527.0,1273092.0,500.0,1008712.3999999996,13200.0,0,0,0,0,9,24,0,0,0,0,14,17,0,0,0,0,16,16,0,0,0,1,30,28,,,,12133.0,,,,,1.0,,,,,,,
3058,3058,2533,OWNER,Monthly,1995-06-27,,,,49,Semily,east Bohemia,75685,31,28,5,1,9,60.8,8208,1.89,2.26,155,1660,2123,56.0,female,1943-09-29,297056.60000000003,,,,292539.0,248640.20000000013,,0,0,0,21,20,22,0,0,1,13,13,16,0,0,9,12,13,14,0,0,19,21,22,24,,,,,,,,,,,,,,,,
3059,3059,2534,OWNER,Monthly,1993-06-03,,,,61,Trebic,south Moravia,117897,139,28,5,1,6,53.8,8814,4.76,5.74,107,2112,2059,22.0,male,1977-11-29,430834.09999999986,,211420.0,,423589.0,200765.20000000022,,0,19,20,19,21,19,3,20,18,21,19,19,9,19,20,18,19,19,25,33,33,32,33,28,1220.0,,,2190.0,,1.0,,,1.0,,,,,,,
3060,3060,2535,OWNER,Monthly,1997-01-21,,,,61,Trebic,south Moravia,117897,139,28,5,1,6,53.8,8814,4.76,5.74,107,2112,2059,40.0,male,1960-05-18,381745.60000000003,,85804.0,,379000.0,271202.80000000005,,0,0,0,0,7,28,0,0,0,0,14,22,0,0,0,0,24,22,0,0,0,0,40,37,90.0,,153.0,4273.0,,1.0,,1.0,1.0,,,,,,,
3061,3061,2535,DISPONENT,Monthly,1997-01-21,,,,61,Trebic,south Moravia,117897,139,28,5,1,6,53.8,8814,4.76,5.74,107,2112,2059,34.0,female,1965-10-05,381745.60000000003,,85804.0,,379000.0,271202.80000000005,,0,0,0,0,7,28,0,0,0,0,14,22,0,0,0,0,24,22,0,0,0,0,40,37,90.0,,153.0,4273.0,,1.0,,1.0,1.0,,,,,,,
3062,3062,2536,OWNER,Monthly,1994-10-28,,,,41,Usti nad Labem,north Bohemia,118650,8,8,5,1,3,85.6,9832,3.32,4.48,114,6445,5471,69.0,female,1930-08-22,317198.39999999997,,144256.0,311700.0,500.0,144427.00000000012,,0,0,9,19,20,22,0,0,15,18,16,17,0,0,12,13,16,14,0,3,23,23,26,24,,,,3136.0,,,,,1.0,,,,,,,
3063,3063,2537,OWNER,Monthly,1997-02-09,473.0,classic,1998-12-22,27,Plzen - jih,west Bohemia,67298,71,19,10,0,7,43.8,8561,0.65,1.29,110,1029,1127,29.0,male,1971-01-29,1254139.2,1229502.9999999998,257260.0,,1249912.0,972242.9999999997,,0,0,0,0,6,21,0,0,0,0,23,20,0,0,0,0,25,22,0,0,0,0,43,32,,,,13540.0,,,,,1.0,,,,,,,
3064,3064,2538,OWNER,Monthly,1994-01-30,,,,42,Havlickuv Brod,east Bohemia,95907,87,25,5,2,7,59.1,8388,2.41,2.94,87,1658,1668,70.0,male,1930-05-05,382450.20000000007,,199206.0,376361.0,200.0,146618.40000000017,,0,3,19,21,16,19,0,8,14,15,16,14,0,15,14,15,15,13,0,26,27,27,25,20,,,,3689.0,,,,,1.0,,,,,,,
3065,3065,2539,OWNER,Monthly,1997-04-24,,,,24,Karlovy Vary,west Bohemia,122603,25,21,6,2,8,80.0,8991,1.39,2.01,128,5198,5273,78.0,female,1921-08-21,125371.30000000002,,61168.0,123200.0,500.0,35238.999999999985,,0,0,0,0,0,24,0,0,0,0,3,18,0,0,0,0,8,17,0,0,0,0,25,27,,,,3823.0,,,,,2.0,,,,,,,
3066,3066,2540,OWNER,Monthly,1995-04-01,474.0,junior,1998-01-24,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,18.0,female,1982-03-09,354903.19999999984,,,,348228.0,292113.2000000001,19000.0,0,0,0,21,23,22,0,0,17,18,19,18,0,0,15,16,16,15,0,0,26,31,28,29,,,,,,,,,,,,,,,,
3067,3067,2541,OWNER,Monthly,1994-11-08,,,,57,Hodonin,south Moravia,161954,21,37,20,3,8,48.0,8720,3.73,4.5,116,3729,3651,48.0,female,1952-06-21,776274.9,,270303.0,,767805.0,438256.99999999953,,0,0,12,31,27,29,0,0,21,23,25,23,0,0,22,23,21,24,0,6,38,40,37,37,2238.0,,1897.0,1822.0,,1.0,,1.0,1.0,,,,,,,
3068,3068,2541,DISPONENT,Monthly,1994-11-08,,,,57,Hodonin,south Moravia,161954,21,37,20,3,8,48.0,8720,3.73,4.5,116,3729,3651,46.0,male,1954-03-20,776274.9,,270303.0,,767805.0,438256.99999999953,,0,0,12,31,27,29,0,0,21,23,25,23,0,0,22,23,21,24,0,6,38,40,37,37,2238.0,,1897.0,1822.0,,1.0,,1.0,1.0,,,,,,,
3069,3069,2542,OWNER,Monthly,1993-08-07,,,,21,Tabor,south Bohemia,103347,87,16,7,1,7,67.0,9104,1.51,2.07,123,2299,2354,56.0,male,1943-10-23,452143.50000000023,,202800.0,,445500.0,233256.00000000026,,0,31,27,29,27,25,0,24,22,22,22,22,6,21,22,22,21,21,17,37,37,37,37,38,2637.0,,308.0,435.0,,1.0,,1.0,1.0,,,,,,,
3070,3070,2543,OWNER,Monthly,1993-02-13,,,,46,Nachod,east Bohemia,112709,48,20,7,3,10,73.5,8369,1.79,2.31,117,2854,2618,79.0,male,1920-12-12,449917.89999999997,,141570.0,436508.0,1100.0,224043.60000000027,,5,21,24,20,20,21,8,17,17,16,16,14,16,18,13,13,12,12,28,28,24,25,22,24,,,,2145.0,,,,,1.0,,,,,,,
3071,3071,2544,OWNER,Monthly,1996-12-04,,,,38,Louny,north Bohemia,85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822,33.0,female,1967-02-23,258351.99999999997,,73794.0,,254080.0,114912.00000000003,,0,0,0,0,9,33,0,0,0,0,25,26,0,0,0,0,26,26,0,0,0,3,44,39,561.0,,33.0,2920.0,,2.0,,1.0,1.0,,,,,,,
3072,3072,2545,OWNER,Monthly,1996-12-04,,,,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,64.0,male,1936-04-14,359916.8,,173771.0,,357950.0,165972.0000000001,,0,0,0,0,9,30,0,0,0,0,26,24,0,0,0,0,27,24,0,0,0,3,43,39,671.0,,713.0,2637.0,8933.0,1.0,,1.0,1.0,1.0,5491.0,1998-02-13,428784.0,48.0,8933.0,C
3073,3073,2545,DISPONENT,Monthly,1996-12-04,,,,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,62.0,female,1937-10-23,359916.8,,173771.0,,357950.0,165972.0000000001,,0,0,0,0,9,30,0,0,0,0,26,24,0,0,0,0,27,24,0,0,0,3,43,39,671.0,,713.0,2637.0,8933.0,1.0,,1.0,1.0,1.0,5491.0,1998-02-13,428784.0,48.0,8933.0,C
3074,3074,2546,OWNER,Monthly,1994-12-08,,,,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,41.0,male,1958-11-07,916228.8000000003,904105.599999999,216999.0,,909652.0,687106.599999999,,0,0,21,27,18,20,0,0,23,20,18,20,0,0,22,23,19,17,0,3,46,34,31,26,1152.0,4896.5,480.0,2985.0,,1.0,1.0,1.0,1.0,,,,,,,
3075,3075,2547,OWNER,Monthly,1995-04-28,475.0,gold,1998-05-31,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,59.0,male,1941-05-05,1196163.0,,214188.0,,1184680.0,870469.3999999993,22200.0,0,0,0,22,23,22,0,0,7,16,17,16,0,0,10,16,15,19,0,0,24,27,28,29,,,,5492.0,,,,,1.0,,,,,,,
3076,3076,2548,OWNER,Monthly,1996-01-06,,,,57,Hodonin,south Moravia,161954,21,37,20,3,8,48.0,8720,3.73,4.5,116,3729,3651,37.0,female,1962-11-17,254334.40000000008,,,,249802.0,222532.60000000012,,0,0,0,9,20,19,0,0,0,13,13,13,0,0,0,12,12,13,0,0,0,22,23,21,,,,,,,,,,,,,,,,
3077,3077,2549,OWNER,Monthly,1993-11-12,,,,50,Svitavy,east Bohemia,102609,75,33,2,3,6,52.0,8187,4.83,5.45,94,2123,2134,66.0,female,1934-02-24,403312.4999999999,,118845.0,393390.0,200.0,227932.20000000022,,0,8,20,19,21,24,0,20,16,16,16,15,0,14,13,16,16,14,5,25,27,28,27,25,,,,2085.0,,,,,1.0,,,,,,,
3078,3078,2549,DISPONENT,Monthly,1993-11-12,,,,50,Svitavy,east Bohemia,102609,75,33,2,3,6,52.0,8187,4.83,5.45,94,2123,2134,68.0,male,1932-01-31,403312.4999999999,,118845.0,393390.0,200.0,227932.20000000022,,0,8,20,19,21,24,0,20,16,16,16,15,0,14,13,16,16,14,5,25,27,28,27,25,,,,2085.0,,,,,1.0,,,,,,,
3079,3079,2550,OWNER,Monthly,1995-11-11,476.0,classic,1997-07-06,67,Bruntal,north Moravia,106054,38,25,6,2,6,63.1,8110,5.77,6.55,109,3244,3079,57.0,male,1943-05-19,652485.9000000001,,235623.0,,644078.0,284067.19999999995,36600.0,0,0,0,9,32,33,0,0,0,26,28,25,0,0,0,25,25,24,0,0,4,43,45,41,452.0,,67.0,6828.0,,2.0,,1.0,1.0,,,,,,,
3080,3080,2551,OWNER,Monthly,1996-02-08,,,,5,Kolin,central Bohemia,95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040,48.0,female,1951-07-27,1448135.0000000002,1368361.6,446989.0,,1443418.0,921372.5999999997,,0,0,0,6,17,32,0,0,0,18,15,23,0,0,0,17,27,23,0,0,0,31,39,35,2818.0,2390.0,,11601.0,,1.0,1.0,,1.0,,,,,,,
3081,3081,2551,DISPONENT,Monthly,1996-02-08,,,,5,Kolin,central Bohemia,95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040,55.0,male,1945-03-02,1448135.0000000002,1368361.6,446989.0,,1443418.0,921372.5999999997,,0,0,0,6,17,32,0,0,0,18,15,23,0,0,0,17,27,23,0,0,0,31,39,35,2818.0,2390.0,,11601.0,,1.0,1.0,,1.0,,,,,,,
3082,3082,2552,OWNER,Monthly,1993-07-01,477.0,junior,1995-01-16,52,Usti nad Orlici,east Bohemia,139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799,20.0,female,1979-10-17,1297602.0000000007,,436170.0,,1286970.0,700890.599999999,85300.0,0,23,23,23,23,22,0,16,17,18,17,18,10,18,16,16,15,16,23,29,27,27,27,26,,,,7035.0,,,,,1.0,,,,,,,
3083,3083,2553,OWNER,Monthly,1995-07-24,,,,41,Usti nad Labem,north Bohemia,118650,8,8,5,1,3,85.6,9832,3.32,4.48,114,6445,5471,29.0,male,1971-04-07,788623.2000000001,,358419.0,,784338.5,388745.59999999974,,0,0,0,22,18,17,0,0,0,16,15,17,0,0,7,17,18,15,0,0,17,30,28,25,,,,9687.0,,,,,1.0,,,,,,,
3084,3084,2554,OWNER,Monthly,1993-06-18,478.0,classic,1994-10-09,23,Cheb,west Bohemia,87419,21,11,4,3,9,85.5,8624,1.79,2.66,102,2879,3198,48.0,female,1951-08-24,1779329.4000000001,,471634.0,,1766164.0,1161450.5999999996,88000.0,0,23,21,21,23,26,1,16,16,16,16,17,9,15,17,17,15,16,20,27,29,29,26,27,,,,7607.0,,,,,1.0,,,,,,,
3085,3085,2555,OWNER,Monthly,1993-03-10,479.0,classic,1998-12-16,62,Uherske Hradiste,south Moravia,145688,22,41,13,2,5,40.7,8544,1.29,1.86,109,2719,2906,54.0,female,1946-06-29,1482698.0000000002,,502125.0,,1466372.0,896688.999999999,,3,25,26,26,27,25,9,19,20,21,21,19,16,19,18,19,19,18,31,35,32,32,34,32,2261.0,,,5464.0,,1.0,,,1.0,,,,,,,
3086,3086,2555,DISPONENT,Monthly,1993-03-10,,,,62,Uherske Hradiste,south Moravia,145688,22,41,13,2,5,40.7,8544,1.29,1.86,109,2719,2906,51.0,male,1948-09-14,1482698.0000000002,,502125.0,,1466372.0,896688.999999999,,3,25,26,26,27,25,9,19,20,21,21,19,16,19,18,19,19,18,31,35,32,32,34,32,2261.0,,,5464.0,,1.0,,,1.0,,,,,,,
3087,3087,2556,OWNER,Monthly,1997-10-19,,,,46,Nachod,east Bohemia,112709,48,20,7,3,10,73.5,8369,1.79,2.31,117,2854,2618,40.0,female,1959-09-21,43449.999999999985,,20060.0,42126.0,800.0,10121.400000000001,,0,0,0,0,0,8,0,0,0,0,0,15,0,0,0,0,0,15,0,0,0,0,3,23,,,,2006.0,,,,,1.0,,,,,,,
3088,3088,2557,OWNER,Monthly,1993-11-17,,,,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,50.0,male,1950-06-11,369581.20000000007,,159942.0,,364004.0,187317.60000000018,,0,9,21,19,24,20,0,17,16,17,17,15,0,16,16,16,16,17,4,28,28,27,27,25,,,,2806.0,,,,,1.0,,,,,,,
3089,3089,2558,OWNER,Monthly,1997-08-04,,,,46,Nachod,east Bohemia,112709,48,20,7,3,10,73.5,8369,1.79,2.31,117,2854,2618,25.0,male,1974-07-26,51750.700000000004,,25766.0,50558.0,300.0,8095.200000000003,,0,0,0,0,0,12,0,0,0,0,0,14,0,0,0,0,5,15,0,0,0,0,14,22,,,,1982.0,,,,,1.0,,,,,,,
3090,3090,2559,OWNER,Monthly,1995-06-01,,,,32,Ceska Lipa,north Bohemia,105058,32,19,7,2,10,81.0,9272,2.80,3.22,118,4340,4505,31.0,male,1968-11-17,570127.0999999997,,199797.0,,563296.0,314074.80000000005,,0,0,0,18,17,16,0,0,3,17,16,17,0,0,10,16,16,17,0,0,23,29,30,30,,,,5123.0,,,,,1.0,,,,,,,
3091,3091,2560,OWNER,Monthly,1997-06-20,,,,15,Cesky Krumlov,south Bohemia,58796,22,16,7,1,5,51.9,9045,3.13,3.6,124,1845,1879,34.0,female,1966-03-03,184038.9,,72683.0,,182046.5,87229.79999999999,,0,0,0,0,0,20,0,0,0,0,1,18,0,0,0,0,9,18,0,0,0,0,20,33,4445.0,,,1146.0,,1.0,,,1.0,,,,,,,
3092,3092,2561,OWNER,Monthly,1996-09-29,480.0,classic,1998-09-01,59,Kromeriz,south Moravia,108871,41,29,7,2,6,62.1,8444,3.24,3.47,106,2595,2305,32.0,female,1967-11-06,621299.0999999999,,170808.0,,616221.5,367321.19999999984,3200.0,0,0,0,0,13,25,0,0,0,0,18,15,0,0,0,1,16,16,0,0,0,10,26,25,,,,7764.0,,,,,1.0,,,,,,,
3093,3093,2562,OWNER,Monthly,1995-08-15,,,,35,Jablonec n. Nisou,north Bohemia,88768,10,18,5,1,7,80.5,8867,1.02,1.21,130,3384,3620,34.0,male,1966-02-21,137576.3,,78225.0,134120.0,900.0,38010.99999999997,,0,0,0,19,20,21,0,0,0,14,14,13,0,0,2,12,13,16,0,0,5,24,22,22,,,,2235.0,,,,,1.0,,,,,,,
3094,3094,2563,OWNER,Monthly,1995-01-17,,,,48,Rychnov nad Kneznou,east Bohemia,78955,50,24,8,1,9,59.0,9060,1.78,2.44,124,1655,1717,49.0,male,1950-08-18,371458.90000000014,,128312.0,,364731.0,198553.20000000016,,0,0,7,23,23,22,0,0,12,16,20,18,0,0,15,16,16,16,0,0,28,28,26,26,,,,2984.0,,,,,1.0,,,,,,,
3095,3095,2564,OWNER,Monthly,1997-06-03,,,,36,Liberec,north Bohemia,159617,29,19,8,1,9,85.2,9198,3.33,4.28,131,5796,6132,47.0,male,1953-06-29,406449.00000000006,,121290.0,,403738.0,241884.40000000008,,0,0,0,0,0,22,0,0,0,0,3,15,0,0,0,0,9,15,0,0,0,0,24,23,,,,8086.0,,,,,1.0,,,,,,,
3096,3096,2565,OWNER,Monthly,1995-10-04,,,,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,18.0,male,1982-02-27,251989.90000000002,,,,248841.0,237446.40000000014,,0,0,0,13,18,20,0,0,0,15,15,14,0,0,0,15,17,17,0,0,9,23,26,24,,,,,,,,,,,,,,,,
3097,3097,2566,OWNER,Monthly,1993-01-27,,,,48,Rychnov nad Kneznou,east Bohemia,78955,50,24,8,1,9,59.0,9060,1.78,2.44,124,1655,1717,51.0,male,1948-08-22,74706.80000000002,,,,74600.0,68700.0,,3,3,3,3,3,5,3,3,3,3,3,6,3,3,3,3,3,6,5,5,5,5,5,7,,,,,,,,,,,,,,,,
3098,3098,2567,OWNER,Monthly,1996-01-07,,,,17,Pelhrimov,south Bohemia,74062,99,15,4,2,7,61.4,8114,2.38,2.62,119,1003,1181,62.0,male,1938-06-23,154405.40000000002,,79794.0,139032.0,12800.0,50632.59999999996,,0,0,0,9,20,14,0,0,0,13,15,12,0,0,0,15,13,12,0,0,0,29,24,20,,,,2574.0,,,,,1.0,,,,,,,
3099,3099,2568,OWNER,Monthly,1994-03-02,,,,17,Pelhrimov,south Bohemia,74062,99,15,4,2,7,61.4,8114,2.38,2.62,119,1003,1181,34.0,male,1965-11-13,1458682.4000000001,,351166.0,,1448660.0,1039773.799999999,,0,3,29,30,29,29,0,10,24,23,22,24,0,21,21,23,22,21,0,38,38,38,38,35,1086.0,,306.0,5228.0,,1.0,,1.0,1.0,,,,,,,
3100,3100,2569,OWNER,Monthly,1994-06-10,,,,2,Benesov,central Bohemia,88884,80,26,6,2,5,46.7,8507,1.67,1.85,132,2159,2674,69.0,male,1931-03-30,372321.2,,114366.0,365688.0,1000.0,235385.4000000002,,0,0,27,28,25,26,0,1,19,21,19,20,0,5,17,19,21,18,0,18,30,30,32,28,,,,2334.0,,,,,2.0,,,,,,,
3101,3101,2570,OWNER,Monthly,1995-12-19,,,,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,58.0,male,1941-12-13,113369.4,,63581.0,110772.0,400.0,31502.599999999988,,0,0,0,3,18,20,0,0,0,9,14,15,0,0,0,17,14,15,0,0,1,24,23,24,,,,2051.0,,,,,1.0,,,,,,,
3102,3102,2571,OWNER,Monthly,1997-01-15,481.0,junior,1998-01-06,61,Trebic,south Moravia,117897,139,28,5,1,6,53.8,8814,4.76,5.74,107,2112,2059,21.0,female,1979-02-16,1196598.5999999999,1093858.7999999998,,1174973.0,15400.0,1085758.7999999996,8100.0,0,0,0,0,7,21,0,0,0,0,15,15,0,0,0,0,17,13,0,0,0,0,28,25,,,,,,,,,,,,,,,,
3103,3103,2572,OWNER,After_transaction,1994-11-13,,,,64,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.60,2.31,145,4484,4265,27.0,female,1973-03-07,2670077.0000000005,2578230.6,225000.0,2611812.0,35300.0,2353230.6,,0,0,13,36,29,30,0,0,22,21,25,22,0,0,20,19,23,21,0,5,34,35,38,35,,,,,7500.0,,,,,1.0,5494.0,1996-06-13,360000.0,48.0,7500.0,C
3104,3104,2573,OWNER,Monthly,1996-07-16,482.0,junior,1998-01-13,4,Kladno,central Bohemia,149893,63,29,6,2,6,67.4,9753,4.64,5.05,109,5244,5892,18.0,female,1982-01-04,137875.40000000005,,,,134881.0,124329.20000000001,,0,0,0,0,6,2,0,0,0,0,4,2,0,0,0,3,8,0,0,0,0,7,6,6,,,,,,,,,,,,,,,,
3105,3105,2574,OWNER,Monthly,1993-02-02,,,,68,Frydek - Mistek,north Moravia,228848,15,40,18,2,6,57.2,9893,4.09,4.72,96,5623,5887,52.0,male,1947-08-17,1250422.8,,630036.0,,1235257.0,511663.59999999945,,6,24,23,23,22,24,10,18,17,16,17,19,19,16,16,15,15,17,28,26,28,29,27,27,,,,9546.0,,,,,1.0,,,,,,,
3106,3106,2575,OWNER,Monthly,1997-04-13,,,,72,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208,72.0,female,1928-03-03,134886.9,,38670.0,132360.0,1000.0,71969.0,,0,0,0,0,0,24,0,0,0,0,3,19,0,0,0,0,8,21,0,0,0,0,28,32,,,,2578.0,,,,,2.0,,,,,,,
3107,3107,2576,OWNER,Monthly,1993-09-02,,,,30,Sokolov,west Bohemia,94812,15,13,8,2,10,81.8,9650,3.38,3.67,100,2985,2804,39.0,male,1960-11-16,2128675.7999999993,2065019.200000002,502572.0,,2118129.0,1562447.2000000018,,0,15,23,27,17,26,0,12,21,16,14,23,5,12,26,20,12,17,26,20,38,29,26,32,,,,8106.0,,,,,1.0,,,,,,,
3108,3108,2576,DISPONENT,Monthly,1993-09-02,,,,30,Sokolov,west Bohemia,94812,15,13,8,2,10,81.8,9650,3.38,3.67,100,2985,2804,38.0,female,1962-02-26,2128675.7999999993,2065019.200000002,502572.0,,2118129.0,1562447.2000000018,,0,15,23,27,17,26,0,12,21,16,14,23,5,12,26,20,12,17,26,20,38,29,26,32,,,,8106.0,,,,,1.0,,,,,,,
3109,3109,2577,OWNER,Monthly,1995-07-30,,,,7,Melnik,central Bohemia,94725,38,28,1,3,6,63.4,9920,2.26,2.87,130,4289,4846,68.0,female,1932-04-21,248139.80000000005,,123839.0,243581.0,1000.0,100775.60000000003,,0,0,0,21,21,19,0,0,0,14,15,14,0,0,3,14,12,15,0,0,10,23,21,24,,,,3347.0,,,,,1.0,,,,,,,
3110,3110,2578,OWNER,Monthly,1996-03-25,,,,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,69.0,male,1931-02-27,143893.8,,79688.0,140877.0,1100.0,44228.79999999997,,0,0,0,1,18,14,0,0,0,3,12,13,0,0,0,10,13,12,0,0,0,27,23,22,,,,2846.0,,,,,1.0,,,,,,,
3111,3111,2578,DISPONENT,Monthly,1996-03-25,,,,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,76.0,female,1924-02-07,143893.8,,79688.0,140877.0,1100.0,44228.79999999997,,0,0,0,1,18,14,0,0,0,3,12,13,0,0,0,10,13,12,0,0,0,27,23,22,,,,2846.0,,,,,1.0,,,,,,,
3112,3112,2579,OWNER,Monthly,1997-10-18,,,,24,Karlovy Vary,west Bohemia,122603,25,21,6,2,8,80.0,8991,1.39,2.01,128,5198,5273,60.0,male,1939-09-12,85774.1,,26880.0,,84296.0,40391.399999999994,,0,0,0,0,0,11,0,0,0,0,0,15,0,0,0,0,0,17,0,0,0,0,7,30,,,,2688.0,,,,,1.0,,,,,,,
3113,3113,2580,OWNER,Monthly,1995-11-09,,,,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252,28.0,female,1971-11-12,545874.2,,213725.0,,537693.0,266721.80000000016,,0,0,0,13,27,26,0,0,0,18,20,20,0,0,0,20,20,19,0,0,6,35,31,31,,,,5016.0,1489.0,,,,1.0,1.0,5495.0,1996-08-02,89340.0,60.0,1489.0,C
3114,3114,2580,DISPONENT,Monthly,1995-11-09,,,,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252,29.0,male,1971-02-24,545874.2,,213725.0,,537693.0,266721.80000000016,,0,0,0,13,27,26,0,0,0,18,20,20,0,0,0,20,20,19,0,0,6,35,31,31,,,,5016.0,1489.0,,,,1.0,1.0,5495.0,1996-08-02,89340.0,60.0,1489.0,C
3115,3115,2581,OWNER,Monthly,1993-03-11,483.0,classic,1994-11-24,72,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208,38.0,male,1961-11-30,1515358.5000000005,,309985.0,,1500328.0,1006068.9999999988,103900.0,3,25,24,23,23,24,9,18,17,19,17,16,16,17,16,16,15,16,29,28,28,27,28,26,,,,4769.0,,,,,1.0,,,,,,,
3116,3116,2582,OWNER,Monthly,1993-11-01,484.0,classic,1995-07-04,28,Plzen - sever,west Bohemia,72541,66,26,10,0,8,36.9,8594,1.62,2.01,112,1580,1525,48.0,male,1951-09-09,1495240.3,,179734.0,,1481670.0,1161092.1999999997,82800.0,0,11,26,28,27,26,0,20,22,20,20,19,0,19,20,20,18,21,7,32,34,35,32,32,1748.0,,,1381.0,,1.0,,,1.0,,,,,,,
3117,3117,2583,OWNER,Monthly,1993-05-11,,,,62,Uherske Hradiste,south Moravia,145688,22,41,13,2,5,40.7,8544,1.29,1.86,109,2719,2906,59.0,female,1941-06-22,112554.90000000014,,,,106800.0,34500.0,,0,3,5,6,6,6,2,3,7,6,6,6,3,3,6,6,6,6,5,5,10,10,10,9,,415.0,,,,,1.0,,,,,,,,,
3118,3118,2583,DISPONENT,Monthly,1993-05-11,,,,62,Uherske Hradiste,south Moravia,145688,22,41,13,2,5,40.7,8544,1.29,1.86,109,2719,2906,60.0,male,1940-07-09,112554.90000000014,,,,106800.0,34500.0,,0,3,5,6,6,6,2,3,7,6,6,6,3,3,6,6,6,6,5,5,10,10,10,9,,415.0,,,,,1.0,,,,,,,,,
3119,3119,2584,OWNER,Monthly,1993-07-08,,,,50,Svitavy,east Bohemia,102609,75,33,2,3,6,52.0,8187,4.83,5.45,94,2123,2134,64.0,female,1936-01-26,281164.00000000006,,96136.0,276408.0,200.0,158830.60000000018,,0,24,25,24,17,21,0,16,17,17,17,19,7,17,18,19,18,16,15,30,31,32,30,28,,,,1576.0,,,,,2.0,,,,,,,
3120,3120,2585,OWNER,Monthly,1993-02-10,,,,75,Prerov,north Moravia,138032,67,30,4,2,5,64.6,8819,5.38,5.66,99,4063,4505,36.0,male,1964-06-02,1165375.1,,,,1157345.0,1136264.0999999996,,6,19,18,20,18,17,11,14,16,13,13,11,15,12,14,12,12,12,24,23,24,23,22,21,,,,,,,,,,,,,,,,
3121,3121,2586,OWNER,Monthly,1997-04-16,,,,57,Hodonin,south Moravia,161954,21,37,20,3,8,48.0,8720,3.73,4.5,116,3729,3651,43.0,female,1956-10-18,788920.2000000001,705907.9999999999,,,784426.0,705907.9999999999,,0,0,0,0,0,22,0,0,0,0,7,26,0,0,0,0,11,18,0,0,0,0,20,29,,,,,,,,,,,,,,,,
